"","year","age","sex","polviews","happy","conrinc","wtssall","natrace","life","trust","dwelown","marital"
"41055",2002,84,2,NA,NA,NA,0.5578,"1",NA,NA,NA,2
"41056",2002,68,1,NA,NA,NA,0.5578,NA,NA,NA,NA,3
"41057",2002,78,1,"3",3,NA,1.1156,"1","1",NA,"2",1
"41058",2002,71,2,"4",3,"486",0.5578,NA,NA,2,"2",2
"41059",2002,65,2,"5",3,NA,0.5578,"1","1",2,NA,2
"41060",2002,26,2,NA,NA,"36482",1.1156,NA,NA,NA,NA,1
"41061",2002,43,1,NA,NA,"65668",0.5578,"2",NA,NA,NA,4
"41062",2002,19,1,"4",1,NA,1.1156,NA,NA,2,"2",5
"41063",2002,83,1,"3",1,NA,1.1156,NA,"1",1,NA,1
"41064",2002,35,1,NA,NA,"65668",1.1156,"2",NA,NA,NA,1
"41065",2002,31,2,NA,NA,"65668",1.1156,"2",NA,NA,NA,3
"41066",2002,38,2,"4",2,"53507",1.1156,NA,"1",NA,"2",5
"41067",2002,NA,2,"4",2,NA,1.1156,"3",NA,2,"1",1
"41068",2002,30,1,NA,NA,"235707",0.5578,"3",NA,NA,NA,5
"41069",2002,44,2,"4",2,"7296",1.1156,"2","2",NA,"1",1
"41070",2002,51,2,NA,NA,"15809",0.5578,"2",NA,NA,NA,4
"41071",2002,64,1,"4",2,NA,1.6734,"3","2",NA,"1",1
"41072",2002,57,1,"6",2,"97286",1.6734,NA,NA,1,"1",1
"41073",2002,62,2,"2",1,"18241",1.1156,"2","2",1,NA,1
"41074",2002,52,2,NA,NA,NA,1.1156,NA,NA,NA,NA,3
"41075",2002,41,1,NA,NA,"23105",1.1156,NA,NA,NA,NA,1
"41076",2002,66,2,"6",2,NA,1.1156,NA,"2",1,NA,1
"41077",2002,79,2,NA,NA,NA,1.1156,"1",NA,NA,NA,1
"41078",2002,34,2,NA,NA,"65668",1.1156,NA,NA,NA,NA,5
"41079",2002,63,2,NA,NA,NA,1.1156,"3",NA,NA,NA,1
"41080",2002,63,2,"5",1,NA,1.1156,NA,"1",NA,"1",2
"41081",2002,38,2,NA,NA,"5351",1.1156,"1",NA,NA,NA,1
"41082",2002,74,1,NA,NA,NA,1.6734,NA,NA,NA,NA,1
"41083",2002,71,2,"6",2,NA,0.5578,"3","2",NA,"1",2
"41084",2002,24,2,NA,NA,"5351",2.2311,NA,NA,NA,NA,5
"41085",2002,24,1,"5",1,"43779",1.6734,"3","1",NA,"1",5
"41086",2002,50,1,"6",1,"65668",0.5578,NA,NA,1,"1",5
"41087",2002,54,1,"3",2,"235707",1.1156,"1","2",3,NA,1
"41088",2002,70,2,NA,NA,NA,0.5578,"2",NA,NA,NA,2
"41089",2002,81,1,NA,NA,NA,1.1156,"1",NA,NA,NA,1
"41090",2002,38,1,NA,NA,"36482",1.1156,"3",NA,NA,NA,1
"41091",2002,36,2,"4",2,"20673",1.1156,NA,"2",NA,"2",5
"41092",2002,43,1,"5",1,"53507",1.1156,"1",NA,1,"1",1
"41093",2002,39,1,"4",2,"31618",1.1156,NA,"2",1,NA,1
"41094",2002,27,1,NA,NA,"26754",2.2311,"2",NA,NA,NA,5
"41095",2002,34,1,NA,NA,"43779",1.1156,NA,NA,NA,NA,5
"41096",2002,79,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41097",2002,84,2,"4",2,NA,0.5578,NA,NA,2,"1",2
"41098",2002,71,1,"4",2,NA,0.5578,"2","1",1,NA,2
"41099",2002,22,1,NA,NA,"20673",2.2311,"1",NA,NA,NA,5
"41100",2002,36,2,NA,NA,"26754",1.1156,NA,NA,NA,NA,1
"41101",2002,44,2,"2",2,NA,1.6734,NA,"2",NA,"1",4
"41102",2002,74,1,"4",3,NA,0.5578,NA,NA,2,"1",2
"41103",2002,63,1,"6",1,"31618",1.1156,"2","1",2,NA,1
"41104",2002,48,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41105",2002,39,1,NA,NA,"43779",0.5578,NA,NA,NA,NA,3
"41106",2002,40,2,NA,NA,"10945",1.1156,NA,NA,NA,NA,1
"41107",2002,30,1,"4",3,"65668",0.5578,NA,"1",NA,"1",4
"41108",2002,36,2,"5",3,NA,1.1156,"3",NA,2,"1",1
"41109",2002,42,2,"4",1,NA,0.5578,NA,"1",1,NA,5
"41110",2002,70,2,NA,NA,NA,1.1156,"1",NA,NA,NA,1
"41111",2002,50,2,NA,NA,"97286",1.6734,"1",NA,NA,NA,1
"41112",2002,38,2,NA,NA,NA,1.1156,"1",NA,NA,NA,1
"41113",2002,53,2,"7",3,"235707",2.2311,NA,NA,2,"1",1
"41114",2002,36,1,NA,NA,"3405",1.6734,NA,NA,NA,NA,3
"41115",2002,45,1,"4",2,"43779",2.2311,"1","1",NA,"2",5
"41116",2002,NA,2,"4",2,"80261",1.1156,NA,NA,3,"2",1
"41117",2002,22,1,"3",2,"1946",2.2311,NA,"2",NA,"2",5
"41118",2002,70,2,"3",2,"43779",1.1156,NA,"1",1,NA,3
"41119",2002,24,1,"4",2,"13377",1.1156,NA,"2",NA,"2",5
"41120",2002,NA,2,"2",2,"4378",1.1156,"1",NA,2,"2",5
"41121",2002,68,2,"3",2,NA,0.5578,NA,"2",1,NA,3
"41122",2002,19,2,NA,NA,NA,1.1156,"3",NA,NA,NA,3
"41123",2002,24,2,NA,NA,"13377",1.1156,"1",NA,NA,NA,5
"41124",2002,48,2,"1",2,"13377",0.5578,"2","1",NA,"2",5
"41125",2002,55,2,"4",3,NA,0.5578,NA,NA,3,"2",3
"41126",2002,51,1,NA,NA,"65668",1.1156,"2",NA,NA,NA,1
"41127",2002,71,1,NA,NA,NA,0.5578,NA,NA,NA,NA,1
"41128",2002,45,2,"3",2,"235707",1.6734,NA,"1",2,NA,1
"41129",2002,82,1,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41130",2002,46,2,NA,NA,"65668",1.1156,NA,NA,NA,NA,1
"41131",2002,35,1,NA,NA,"36482",0.5578,"1",NA,NA,NA,3
"41132",2002,18,1,NA,NA,NA,2.2311,"2",NA,NA,NA,5
"41133",2002,57,2,"5",2,NA,1.1156,NA,NA,3,"1",1
"41134",2002,23,2,NA,NA,"3405",1.6734,NA,NA,NA,NA,1
"41135",2002,32,1,"4",2,"31618",1.1156,"2","1",NA,"2",1
"41136",2002,28,2,"2",1,"80261",1.1156,"2","1",1,NA,5
"41137",2002,48,2,NA,NA,"53507",0.5578,NA,NA,NA,NA,3
"41138",2002,39,1,NA,NA,"65668",1.1156,"2",NA,NA,NA,1
"41139",2002,27,2,NA,NA,NA,1.6734,NA,NA,NA,NA,5
"41140",2002,NA,2,"4",2,"3405",1.6734,"1",NA,NA,"2",5
"41141",2002,57,1,"4",3,NA,0.5578,NA,NA,2,"2",3
"41142",2002,35,1,"4",2,NA,0.5578,"1","2",2,NA,3
"41143",2002,29,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41144",2002,33,1,NA,NA,"1946",1.1156,NA,NA,NA,NA,3
"41145",2002,45,2,"2",2,"43779",0.5578,NA,"2",NA,"1",5
"41146",2002,74,1,NA,2,NA,0.5578,"2",NA,1,"1",3
"41147",2002,43,2,NA,NA,NA,1.1156,"2",NA,NA,NA,1
"41148",2002,46,2,NA,NA,"10945",1.6734,NA,NA,NA,NA,1
"41149",2002,57,2,NA,NA,"18241",0.5578,NA,NA,NA,NA,2
"41150",2002,40,2,"4",3,NA,0.5578,NA,"1",NA,"1",1
"41151",2002,43,2,NA,NA,"235707",1.1156,NA,NA,NA,NA,1
"41152",2002,41,2,NA,NA,NA,1.1156,"1",NA,NA,NA,1
"41153",2002,37,1,"6",1,"235707",1.1156,"1","1",NA,"1",1
"41154",2002,22,1,NA,NA,"13377",1.6734,NA,NA,NA,NA,5
"41155",2002,50,1,NA,NA,"235707",1.1156,"2",NA,NA,NA,1
"41156",2002,40,1,"2",3,"26754",0.5578,"2","1",2,NA,1
"41157",2002,32,1,"4",2,"31618",0.5578,NA,"2",1,NA,1
"41158",2002,33,1,NA,NA,"36482",1.1156,NA,NA,NA,NA,3
"41159",2002,34,1,NA,NA,"23105",0.5578,"1",NA,NA,NA,3
"41160",2002,57,1,"5",2,"43779",2.2311,NA,"1",NA,"1",1
"41161",2002,53,2,"3",2,"97286",1.1156,"2",NA,1,"1",1
"41162",2002,82,2,"4",1,NA,0.5578,NA,"1",1,NA,2
"41163",2002,33,2,NA,NA,"20673",0.5578,"1",NA,NA,NA,4
"41164",2002,67,2,NA,NA,NA,0.5578,"2",NA,NA,NA,1
"41165",2002,29,1,NA,NA,NA,1.6734,NA,NA,NA,NA,5
"41166",2002,72,2,NA,NA,NA,0.5578,"2",NA,NA,NA,2
"41167",2002,76,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41168",2002,55,2,"3",2,"43779",1.1156,NA,NA,1,"1",1
"41169",2002,89,1,"4",1,NA,1.1156,"1","1",3,NA,1
"41170",2002,21,2,NA,NA,"15809",2.7889,NA,NA,NA,NA,5
"41171",2002,33,2,NA,NA,"31618",1.1156,"1",NA,NA,NA,1
"41172",2002,24,2,"4",3,"10945",2.2311,"1",NA,2,"3",1
"41173",2002,40,1,NA,NA,"53507",1.1156,NA,NA,NA,NA,1
"41174",2002,25,1,"3",2,"26754",1.1156,"2",NA,2,"1",5
"41175",2002,32,1,"3",2,"53507",1.1156,NA,"2",2,NA,5
"41176",2002,23,1,"4",2,"20673",1.1156,NA,NA,1,"1",5
"41177",2002,26,1,NA,NA,"31618",1.1156,NA,NA,NA,NA,5
"41178",2002,67,2,NA,NA,NA,1.1156,"2",NA,NA,NA,2
"41179",2002,24,1,"4",2,"26754",1.1156,"1","1",NA,"2",1
"41180",2002,53,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41181",2002,50,2,"6",1,NA,0.5578,NA,"1",NA,"2",4
"41182",2002,54,1,"4",2,"1946",0.5578,"1",NA,2,"2",3
"41183",2002,28,1,"6",2,"53507",0.5578,NA,"1",2,NA,5
"41184",2002,62,2,NA,NA,"13377",1.6734,NA,NA,NA,NA,1
"41185",2002,39,2,"3",2,"10945",1.1156,"1",NA,2,"1",1
"41186",2002,46,2,NA,NA,NA,1.1156,"1",NA,NA,NA,5
"41187",2002,45,2,NA,NA,"20673",1.6734,NA,NA,NA,NA,1
"41188",2002,28,2,NA,NA,"31618",0.5578,NA,NA,NA,NA,5
"41189",2002,42,1,"1",1,"65668",1.1156,NA,NA,1,"1",5
"41190",2002,25,2,"2",1,"13377",0.5578,"2","1",1,NA,5
"41191",2002,30,2,NA,NA,"13377",0.5578,NA,NA,NA,NA,5
"41192",2002,53,2,"4",2,"18241",1.1156,"1","1",NA,"2",3
"41193",2002,25,2,"2",2,"7296",0.5578,NA,NA,2,"2",5
"41194",2002,32,2,"5",3,"5351",0.5578,NA,"1",3,NA,5
"41195",2002,41,1,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41196",2002,26,2,NA,NA,"486",0.5578,NA,NA,NA,NA,5
"41197",2002,68,2,NA,NA,NA,0.5578,NA,NA,NA,NA,2
"41198",2002,43,1,NA,NA,"53507",0.5578,"1",NA,NA,NA,1
"41199",2002,35,2,"3",2,NA,0.5578,NA,"3",NA,"2",5
"41200",2002,26,2,"1",2,NA,0.5578,"2",NA,2,"2",5
"41201",2002,24,2,"7",2,NA,0.5578,NA,"1",2,NA,5
"41202",2002,48,2,NA,NA,NA,1.1156,"1",NA,NA,NA,5
"41203",2002,72,2,NA,NA,NA,0.5578,"1",NA,NA,NA,5
"41204",2002,31,2,NA,NA,NA,0.5578,NA,NA,NA,NA,5
"41205",2002,25,2,"5",2,"3405",0.5578,"2","2",NA,"2",5
"41206",2002,23,2,"3",1,"15809",2.7889,NA,NA,1,"1",5
"41207",2002,58,1,NA,NA,"36482",1.1156,"1",NA,NA,NA,1
"41208",2002,63,2,NA,NA,"26754",1.1156,NA,NA,NA,NA,1
"41209",2002,56,2,"5",2,"235707",2.2311,NA,"2",2,NA,1
"41210",2002,72,2,NA,NA,NA,1.1156,"2",NA,NA,NA,1
"41211",2002,26,1,NA,NA,"43779",0.5578,NA,NA,NA,NA,5
"41212",2002,61,1,"1",2,"43779",0.5578,NA,"1",NA,"2",1
"41213",2002,62,1,"4",2,"235707",0.5578,NA,"1",1,NA,4
"41214",2002,43,2,"6",2,"31618",2.7889,NA,NA,2,"1",1
"41215",2002,33,2,"3",1,"235707",1.1156,"1","1",1,NA,1
"41216",2002,47,2,NA,NA,"53507",1.1156,NA,NA,NA,NA,5
"41217",2002,49,1,"2",3,"26754",1.1156,NA,"1",1,NA,1
"41218",2002,58,2,NA,NA,"18241",1.1156,"1",NA,NA,NA,1
"41219",2002,42,2,NA,NA,NA,1.1156,"2",NA,NA,NA,1
"41220",2002,40,1,"2",1,"65668",1.1156,NA,"1",NA,"1",1
"41221",2002,43,2,"3",2,"53507",0.5578,NA,"2",1,NA,3
"41222",2002,48,2,NA,NA,"80261",0.5578,"2",NA,NA,NA,5
"41223",2002,48,2,"6",2,"23105",1.1156,NA,NA,2,"1",1
"41224",2002,42,2,"4",1,"36482",1.1156,"3","1",1,NA,3
"41225",2002,29,1,NA,NA,"53507",1.1156,"2",NA,NA,NA,1
"41226",2002,26,1,NA,NA,"36482",1.6734,NA,NA,NA,NA,5
"41227",2002,76,1,"4",1,NA,0.5578,"1","1",NA,"1",1
"41228",2002,32,2,"2",2,NA,1.1156,NA,NA,1,"1",1
"41229",2002,63,1,"5",3,"235707",0.5578,"2","1",1,NA,2
"41230",2002,46,2,NA,NA,"486",0.5578,NA,NA,NA,NA,3
"41231",2002,41,2,NA,NA,"20673",0.5578,NA,NA,NA,NA,3
"41232",2002,29,1,"4",3,"36482",1.1156,NA,"2",NA,"1",5
"41233",2002,58,2,NA,NA,"31618",1.1156,"2",NA,NA,NA,1
"41234",2002,42,2,NA,NA,"43779",0.5578,NA,NA,NA,NA,3
"41235",2002,49,2,NA,NA,"43779",1.1156,"3",NA,NA,NA,1
"41236",2002,70,1,"4",1,NA,1.1156,NA,"1",NA,"1",1
"41237",2002,66,1,"5",1,"1946",1.1156,NA,"1",1,NA,1
"41238",2002,43,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41239",2002,37,1,NA,NA,"53507",1.1156,NA,NA,NA,NA,1
"41240",2002,58,2,NA,NA,NA,1.6734,NA,NA,NA,NA,1
"41241",2002,23,2,"6",2,"6324",2.7889,"2","2",NA,"1",5
"41242",2002,48,2,"5",1,"43779",1.1156,NA,NA,1,"1",1
"41243",2002,44,2,NA,NA,"3405",1.1156,NA,NA,NA,NA,1
"41244",2002,45,2,NA,NA,"36482",0.5578,NA,NA,NA,NA,1
"41245",2002,44,1,"4",1,"36482",0.5578,"2","1",NA,"1",5
"41246",2002,27,2,"5",2,"26754",1.1156,NA,NA,1,"1",1
"41247",2002,72,1,"4",2,NA,1.1156,"2","1",2,NA,1
"41248",2002,76,2,"5",3,NA,1.1156,NA,"2",NA,"1",1
"41249",2002,68,1,"3",2,"235707",1.1156,NA,"1",1,NA,1
"41250",2002,47,1,NA,NA,"235707",1.1156,"3",NA,NA,NA,5
"41251",2002,75,2,"4",2,NA,1.1156,"3",NA,2,"1",1
"41252",2002,28,1,NA,NA,"235707",0.5578,NA,NA,NA,NA,3
"41253",2002,51,1,"2",1,"235707",1.1156,NA,NA,1,"1",1
"41254",2002,30,1,"4",2,"43779",0.5578,NA,NA,3,"2",5
"41255",2002,38,2,"5",3,"36482",0.5578,"1","2",2,NA,5
"41256",2002,33,1,NA,NA,"26754",1.1156,NA,NA,NA,NA,1
"41257",2002,34,2,NA,NA,"43779",1.1156,"1",NA,NA,NA,1
"41258",2002,27,2,"3",1,"26754",1.1156,"2",NA,2,"2",1
"41259",2002,53,2,NA,NA,"53507",0.5578,"1",NA,NA,NA,2
"41260",2002,40,2,"2",2,"53507",0.5578,"1",NA,2,"2",4
"41261",2002,74,2,NA,NA,"10945",0.5578,NA,NA,NA,NA,3
"41262",2002,19,2,"2",3,"486",2.2311,NA,NA,2,"2",5
"41263",2002,33,1,NA,NA,"53507",0.5578,NA,NA,NA,NA,5
"41264",2002,29,1,NA,NA,NA,1.1156,"2",NA,NA,NA,1
"41265",2002,26,1,"1",1,"20673",1.6734,"1","2",NA,"2",5
"41266",2002,23,2,"2",2,NA,1.6734,NA,NA,2,"1",5
"41267",2002,56,1,"3",2,NA,0.5578,NA,NA,2,"3",5
"41268",2002,40,2,NA,NA,"53507",1.1156,NA,NA,NA,NA,5
"41269",2002,55,1,NA,NA,"235707",1.1156,"1",NA,NA,NA,5
"41270",2002,35,1,"3",2,"36482",1.1156,NA,"1",NA,"2",5
"41271",2002,33,1,"4",1,"80261",1.1156,NA,"1",2,NA,1
"41272",2002,37,2,"4",2,"97286",0.5578,NA,"2",NA,"1",4
"41273",2002,65,1,"6",2,"235707",1.6734,NA,NA,2,"1",1
"41274",2002,45,2,"5",2,NA,1.1156,"2","2",1,NA,1
"41275",2002,28,2,NA,NA,"43779",1.1156,"1",NA,NA,NA,1
"41276",2002,24,1,NA,NA,"1946",1.1156,NA,NA,NA,NA,5
"41277",2002,32,2,"3",2,"80261",0.5578,NA,NA,1,"2",5
"41278",2002,47,2,NA,NA,"8756",1.1156,NA,NA,NA,NA,1
"41279",2002,61,1,NA,NA,"97286",0.5578,"1",NA,NA,NA,5
"41280",2002,52,2,"6",1,NA,1.1156,NA,"1",NA,"3",1
"41281",2002,24,2,"1",2,"20673",0.5578,"2",NA,2,"2",5
"41282",2002,30,1,"5",2,"1946",1.1156,NA,"1",1,NA,1
"41283",2002,33,1,NA,NA,"23105",1.1156,NA,NA,NA,NA,1
"41284",2002,49,1,NA,NA,NA,0.5578,"2",NA,NA,NA,5
"41285",2002,49,2,NA,3,"1946",1.6734,NA,"1",2,NA,5
"41286",2002,35,1,NA,NA,"65668",0.5578,NA,NA,NA,NA,3
"41287",2002,37,2,"2",2,"26754",0.5578,NA,NA,2,"2",4
"41288",2002,22,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41289",2002,49,2,NA,NA,"13377",1.1156,"2",NA,NA,NA,3
"41290",2002,27,2,NA,NA,"20673",0.5578,NA,NA,NA,NA,5
"41291",2002,26,2,"4",2,"13377",1.6734,"1","1",NA,"1",1
"41292",2002,51,2,"2",3,NA,0.5578,NA,"1",NA,"2",5
"41293",2002,59,2,"4",2,"23105",1.6734,NA,"2",1,NA,1
"41294",2002,60,2,NA,NA,"31618",0.5578,"2",NA,NA,NA,3
"41295",2002,38,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41296",2002,40,1,"6",1,"235707",1.1156,NA,NA,1,"1",1
"41297",2002,42,2,NA,NA,"53507",1.1156,NA,NA,NA,NA,1
"41298",2002,47,2,"6",1,"97286",1.1156,"3","2",NA,"1",3
"41299",2002,44,1,"5",1,"235707",1.1156,"2","1",1,NA,1
"41300",2002,47,2,NA,NA,"15809",1.1156,NA,NA,NA,NA,1
"41301",2002,70,1,NA,NA,"20673",0.5578,"1",NA,NA,NA,5
"41302",2002,75,1,"2",1,NA,1.1156,NA,"1",NA,"1",1
"41303",2002,87,1,"5",2,NA,0.5578,NA,"2",1,NA,2
"41304",2002,71,1,NA,NA,NA,1.1156,"2",NA,NA,NA,1
"41305",2002,48,2,NA,NA,NA,1.6734,"2",NA,NA,NA,1
"41306",2002,46,2,"6",2,NA,1.1156,"2",NA,2,"1",1
"41307",2002,22,1,NA,NA,"1946",2.7889,"2",NA,NA,NA,5
"41308",2002,62,1,NA,NA,"31618",0.5578,"3",NA,NA,NA,5
"41309",2002,23,2,NA,NA,"1946",1.1156,NA,NA,NA,NA,5
"41310",2002,57,1,"4",2,NA,1.6734,"2","2",NA,"2",1
"41311",2002,36,1,NA,NA,"26754",1.1156,"1",NA,NA,NA,1
"41312",2002,21,1,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41313",2002,66,1,"4",1,"31618",0.5578,"2","1",NA,"2",4
"41314",2002,23,2,"5",1,NA,1.1156,NA,NA,2,"2",4
"41315",2002,30,2,NA,NA,"8756",1.1156,NA,NA,NA,NA,1
"41316",2002,89,2,NA,NA,NA,0.5578,"2",NA,NA,NA,3
"41317",2002,32,1,"6",3,"43779",0.5578,"3",NA,2,"2",1
"41318",2002,46,1,"4",2,NA,0.5578,NA,"2",2,NA,4
"41319",2002,46,2,"4",2,"43779",1.1156,NA,"2",NA,"2",3
"41320",2002,32,1,"4",1,NA,1.1156,"2",NA,1,"2",1
"41321",2002,35,2,"3",3,"53507",0.5578,NA,"1",3,NA,3
"41322",2002,65,1,NA,NA,NA,1.1156,"2",NA,NA,NA,1
"41323",2002,37,1,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41324",2002,31,2,NA,NA,"15809",0.5578,NA,NA,NA,NA,5
"41325",2002,67,2,"6",2,NA,1.1156,"3","2",2,NA,2
"41326",2002,35,1,NA,NA,"43779",1.6734,NA,NA,NA,NA,3
"41327",2002,70,1,NA,NA,NA,0.5578,"1",NA,NA,NA,1
"41328",2002,84,1,"7",2,NA,1.1156,"2",NA,2,"1",1
"41329",2002,39,1,NA,NA,NA,1.1156,"2",NA,NA,NA,4
"41330",2002,43,1,"6",1,"20673",1.1156,NA,"1",NA,"2",1
"41331",2002,36,1,"4",3,"18241",0.5578,NA,"2",2,NA,5
"41332",2002,55,1,NA,NA,"43779",1.6734,"2",NA,NA,NA,1
"41333",2002,33,1,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41334",2002,73,1,"1",2,NA,1.1156,"1","1",NA,"1",1
"41335",2002,38,2,"4",3,"26754",0.5578,"1","2",2,NA,4
"41336",2002,40,1,NA,NA,"31618",1.1156,NA,NA,NA,NA,5
"41337",2002,29,2,NA,NA,"26754",1.1156,NA,NA,NA,NA,1
"41338",2002,49,2,"6",3,"23105",1.1156,"2","3",NA,"2",4
"41339",2002,26,1,"4",2,"53507",1.1156,"3","1",1,NA,1
"41340",2002,30,2,NA,NA,"43779",1.1156,"2",NA,NA,NA,5
"41341",2002,54,2,"6",2,"26754",1.6734,NA,"1",NA,"2",1
"41342",2002,27,1,"3",2,"4378",2.7889,NA,"3",2,NA,5
"41343",2002,40,2,NA,NA,"18241",0.5578,"2",NA,NA,NA,5
"41344",2002,30,1,NA,NA,"23105",1.1156,NA,NA,NA,NA,3
"41345",2002,45,2,"6",2,"36482",1.1156,"1","2",NA,"2",3
"41346",2002,22,2,"4",2,"13377",1.1156,NA,NA,1,"2",5
"41347",2002,32,1,"3",3,"43779",0.5578,"3","3",3,NA,5
"41348",2002,24,2,NA,NA,"1946",1.1156,"2",NA,NA,NA,1
"41349",2002,35,2,"4",2,"13377",1.1156,NA,NA,2,"1",1
"41350",2002,32,1,"4",1,"53507",0.5578,"2","1",1,NA,5
"41351",2002,31,2,"4",2,"43779",0.5578,NA,"1",2,NA,5
"41352",2002,65,1,NA,NA,"8756",0.5578,"1",NA,NA,NA,3
"41353",2002,60,2,NA,NA,"20673",0.5578,"2",NA,NA,NA,3
"41354",2002,33,2,"5",2,NA,0.5578,NA,"2",NA,"2",5
"41355",2002,24,2,"4",2,"26754",1.1156,"2",NA,2,"2",5
"41356",2002,34,1,NA,NA,NA,1.1156,"2",NA,NA,NA,5
"41357",2002,30,1,"4",2,"36482",1.1156,"1","1",NA,"2",5
"41358",2002,36,2,NA,NA,"65668",0.5578,NA,NA,NA,NA,4
"41359",2002,38,2,NA,NA,"43779",0.5578,NA,NA,NA,NA,4
"41360",2002,28,2,"6",2,"1946",1.1156,NA,NA,2,"1",5
"41361",2002,42,2,"2",1,"53507",0.5578,NA,"1",1,NA,5
"41362",2002,24,2,NA,NA,NA,0.5578,NA,NA,NA,NA,5
"41363",2002,38,2,NA,NA,"26754",1.1156,NA,NA,NA,NA,1
"41364",2002,40,1,"3",2,"53507",0.5578,NA,"1",NA,"1",5
"41365",2002,31,2,"2",1,"15809",1.1156,"1",NA,3,"1",1
"41366",2002,26,1,"4",1,NA,0.5578,NA,"1",1,NA,5
"41367",2002,33,1,NA,NA,NA,0.5578,"1",NA,NA,NA,5
"41368",2002,67,1,"5",2,NA,1.1156,NA,"1",NA,"1",2
"41369",2002,45,1,"1",2,"65668",0.5578,"1",NA,2,"1",3
"41370",2002,60,1,"1",3,"23105",0.5578,NA,"1",1,NA,3
"41371",2002,24,2,NA,NA,"13377",1.1156,"2",NA,NA,NA,1
"41372",2002,34,2,NA,NA,"18241",0.5578,"1",NA,NA,NA,5
"41373",2002,51,2,NA,NA,NA,1.6734,NA,NA,NA,NA,4
"41374",2002,33,2,"2",2,"13377",0.5578,NA,NA,2,"1",5
"41375",2002,43,2,NA,NA,"18241",1.1156,"1",NA,NA,NA,1
"41376",2002,26,2,NA,NA,"15809",0.5578,NA,NA,NA,NA,1
"41377",2002,65,2,"5",2,"43779",0.5578,NA,"2",NA,"2",5
"41378",2002,41,1,"4",2,"36482",1.1156,"1","2",2,NA,1
"41379",2002,56,2,NA,NA,NA,0.5578,NA,NA,NA,NA,5
"41380",2002,55,2,NA,NA,"13377",0.5578,"1",NA,NA,NA,3
"41381",2002,47,1,"4",1,NA,0.5578,NA,NA,NA,"1",5
"41382",2002,47,2,"4",1,"235707",0.5578,"1",NA,1,"2",3
"41383",2002,89,2,"2",2,NA,0.5578,NA,"2",3,NA,5
"41384",2002,54,2,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41385",2002,43,2,"3",1,"65668",0.5578,NA,"1",3,NA,1
"41386",2002,37,1,"5",2,"235707",0.5578,"2","1",NA,"2",2
"41387",2002,83,2,"2",2,NA,1.1156,NA,NA,1,"2",1
"41388",2002,62,2,NA,NA,"53507",0.5578,NA,NA,NA,NA,3
"41389",2002,48,2,"3",3,"43779",0.5578,NA,"1",NA,"2",5
"41390",2002,63,1,NA,NA,"235707",0.5578,NA,NA,NA,NA,1
"41391",2002,38,1,NA,NA,"5351",0.5578,"2",NA,NA,NA,5
"41392",2002,83,2,NA,NA,NA,0.5578,"1",NA,NA,NA,2
"41393",2002,87,2,"6",3,NA,0.5578,NA,"2",NA,"2",2
"41394",2002,26,1,NA,NA,"18241",0.5578,NA,NA,NA,NA,5
"41395",2002,44,1,"4",1,NA,1.6734,"1","1",NA,"2",5
"41396",2002,78,2,"3",2,NA,0.5578,NA,NA,2,"2",4
"41397",2002,67,2,"4",1,NA,1.1156,"1","1",2,NA,3
"41398",2002,63,2,NA,NA,NA,0.5578,NA,NA,NA,NA,2
"41399",2002,21,2,"3",3,"3405",1.1156,NA,NA,2,"2",1
"41400",2002,42,2,NA,NA,"8756",2.7889,"1",NA,NA,NA,1
"41401",2002,53,1,NA,NA,NA,2.2311,"2",NA,NA,NA,1
"41402",2002,55,1,"4",2,NA,1.1156,NA,"2",NA,"2",1
"41403",2002,73,1,"6",1,NA,1.1156,NA,"1",1,NA,1
"41404",2002,33,1,"4",2,NA,1.1156,"3",NA,NA,"2",3
"41405",2002,24,2,"4",2,NA,2.2311,NA,NA,3,"1",5
"41406",2002,52,2,NA,2,NA,1.6734,"2","1",2,NA,1
"41407",2002,70,2,NA,NA,NA,0.5578,NA,NA,NA,NA,2
"41408",2002,85,2,NA,NA,NA,0.5578,"3",NA,NA,NA,2
"41409",2002,72,1,"1",2,NA,1.1156,NA,"1",NA,"2",1
"41410",2002,NA,2,NA,NA,"23105",1.1156,"3",NA,NA,NA,5
"41411",2002,75,1,NA,NA,NA,1.1156,NA,NA,NA,NA,1
"41412",2002,51,2,"4",1,"13377",0.5578,NA,"1",3,NA,1
"41413",2002,37,2,NA,NA,NA,1.1156,"3",NA,NA,NA,4
"41414",2002,67,2,NA,NA,NA,1.6734,NA,NA,NA,NA,2
"41415",2002,64,1,"2",1,"15809",0.5578,"1","1",NA,"2",1
