"","year","age","sex","polviews","happy","conrinc","wtssall","natrace","life","trust","dwelown","marital"
"20706",1987,62,1,"4",3,NA,0.5052,"3","2",2,"2",3
"20707",1987,80,1,NA,1,NA,0.5052,NA,NA,2,"1",5
"20708",1987,52,2,"4",1,"24359",0.5052,NA,"1",2,"2",3
"20709",1987,39,2,"1",2,"24359",1.0104,NA,"1",1,"2",3
"20710",1987,65,1,"6",1,NA,0.5052,NA,"1",2,"2",3
"20711",1987,30,1,"2",2,"11243",0.5052,NA,"2",1,"2",5
"20712",1987,29,1,"2",2,"41223",1.0104,NA,"1",1,"3",5
"20713",1987,20,1,"3",2,"8245",1.5155,NA,"2",2,"2",5
"20714",1987,37,1,"5",2,"56213",1.0104,NA,"2",3,"1",1
"20715",1987,27,2,"6",1,"28107",1.0104,NA,"1",2,"1",1
"20716",1987,77,2,"3",2,NA,1.5155,"1","2",1,"1",2
"20717",1987,55,2,"4",2,"13491",1.5155,NA,"2",2,"1",1
"20718",1987,27,2,"4",1,"13491",2.0207,NA,"1",2,"3",5
"20719",1987,35,2,"3",2,NA,0.5052,"1","2",2,"2",5
"20720",1987,22,1,"2",2,"750",1.0104,NA,"2",2,"2",5
"20721",1987,33,2,"4",2,NA,0.5052,"1","2",2,"2",5
"20722",1987,59,1,"5",2,"20612",1.0104,NA,"2",1,"1",1
"20723",1987,27,2,"5",2,"31854",0.5052,"2","1",2,"2",1
"20724",1987,39,2,"3",2,"41223",0.5052,"1","1",1,"2",3
"20725",1987,38,2,"4",2,"11243",1.0104,"1","2",1,"1",1
"20726",1987,39,2,"4",2,NA,0.5052,"1","2",2,"1",5
"20727",1987,41,1,"2",2,"41223",0.5052,NA,"2",3,"1",3
"20728",1987,27,2,"2",2,"6746",1.0104,NA,"1",2,"2",1
"20729",1987,19,2,"3",1,"9744",1.0104,NA,"1",2,"1",1
"20730",1987,44,2,"2",2,NA,2.0207,NA,"1",2,"1",1
"20731",1987,72,2,NA,2,NA,1.0104,NA,"2",1,"1",1
"20732",1987,79,2,"4",1,NA,1.0104,NA,"1",2,"1",2
"20733",1987,67,2,NA,3,NA,1.0104,NA,"2",2,"1",2
"20734",1987,53,2,NA,2,NA,1.0104,NA,"1",2,"2",1
"20735",1987,30,2,"2",1,"28107",1.0104,NA,"1",1,"1",1
"20736",1987,56,1,NA,1,NA,1.0104,"1","1",1,"1",1
"20737",1987,71,2,"4",2,NA,1.0104,NA,NA,3,"1",2
"20738",1987,20,1,NA,2,"8245",1.0104,NA,"2",1,"2",5
"20739",1987,23,2,"6",2,"16864",0.5052,"1","1",2,"2",1
"20740",1987,48,1,"2",1,"56213",1.0104,"3","3",3,"1",1
"20741",1987,37,1,"3",2,"20612",1.0104,"3","2",2,"1",1
"20742",1987,34,2,"5",3,NA,1.0104,NA,"2",2,"2",5
"20743",1987,31,2,NA,2,NA,0.5052,NA,"2",2,"2",3
"20744",1987,32,2,NA,2,"9744",0.5052,NA,"2",1,"2",5
"20745",1987,27,1,"5",2,"16864",1.5155,NA,"2",2,"2",4
"20746",1987,36,2,"1",3,"6746",1.0104,"1","2",2,"2",4
"20747",1987,30,1,"2",3,"9744",1.0104,NA,"2",2,"2",5
"20748",1987,86,2,"4",2,NA,0.5052,NA,"2",2,"1",2
"20749",1987,28,1,NA,2,"20612",2.0207,NA,"2",2,"1",5
"20750",1987,30,1,"1",1,"41223",1.0104,NA,"1",2,"1",1
"20751",1987,45,2,NA,2,"20612",1.0104,NA,"1",2,"1",5
"20752",1987,28,1,"3",NA,NA,0.5052,"1","3",2,"2",3
"20753",1987,19,2,NA,2,NA,1.5155,"1","1",2,"2",5
"20754",1987,50,2,"4",1,"35602",1.0104,NA,"1",2,"1",1
"20755",1987,36,1,"5",2,"56213",1.5155,"2","2",2,"1",1
"20756",1987,21,1,"2",2,"13491",1.5155,NA,"2",2,"2",3
"20757",1987,45,2,"6",1,"16864",1.0104,NA,"2",2,"1",1
"20758",1987,56,1,"1",2,NA,2.0207,NA,"2",2,"1",1
"20759",1987,42,2,"4",3,"2998",1.0104,"2","2",2,"2",4
"20760",1987,NA,2,NA,NA,NA,1.5155,NA,"2",1,"1",2
"20761",1987,75,2,"6",NA,NA,0.5052,NA,"1",3,"1",2
"20762",1987,26,1,"3",2,"41223",0.5052,"2","2",1,"2",3
"20763",1987,28,2,"6",NA,NA,1.0104,NA,NA,2,"1",1
"20764",1987,54,2,"4",2,NA,0.5052,NA,"2",2,"1",4
"20765",1987,65,1,"2",2,"48718",1.5155,NA,"2",1,"1",1
"20766",1987,NA,2,NA,NA,NA,1.0104,"1",NA,NA,NA,1
"20767",1987,52,2,"4",NA,"16864",1.0104,NA,"2",2,"1",3
"20768",1987,57,1,"5",2,"20612",0.5052,NA,"2",2,"2",3
"20769",1987,74,2,"2",2,NA,0.5052,NA,"1",2,"1",2
"20770",1987,36,1,"4",2,"28107",1.0104,NA,"2",2,"2",1
"20771",1987,34,1,"4",2,"41223",1.0104,"3","2",3,"1",1
"20772",1987,NA,1,NA,NA,NA,1.0104,NA,"2",2,"1",1
"20773",1987,54,2,NA,2,NA,1.0104,NA,"3",2,"2",1
"20774",1987,34,2,"4",1,"28107",1.0104,"3","1",2,"1",1
"20775",1987,58,2,"4",3,"16864",1.0104,NA,"2",3,"2",2
"20776",1987,67,1,"4",3,NA,1.0104,"1","2",2,"1",1
"20777",1987,31,2,"4",3,"24359",0.5052,"3","2",2,"1",4
"20778",1987,20,2,"4",2,NA,2.0207,"1",NA,2,"2",5
"20779",1987,41,1,"3",2,NA,0.5052,NA,"1",2,"2",5
"20780",1987,25,1,"2",1,"113902",1.0104,NA,"1",2,"2",1
"20781",1987,58,2,"2",3,NA,0.5052,NA,"2",2,"2",4
"20782",1987,39,1,"3",1,"67456",0.5052,NA,"1",2,"2",4
"20783",1987,61,2,"2",NA,NA,1.5155,NA,NA,2,"1",2
"20784",1987,23,1,"5",1,"35602",1.5155,NA,"1",1,"1",5
"20785",1987,39,2,"2",2,"13491",1.0104,NA,"2",2,"1",1
"20786",1987,70,2,"2",1,NA,0.5052,NA,"1",2,"1",2
"20787",1987,34,2,"3",2,"35602",0.5052,NA,"2",1,"2",3
"20788",1987,39,1,"5",2,"67456",1.0104,"2","2",2,"1",1
"20789",1987,42,1,NA,2,"9744",1.0104,NA,"2",1,"1",1
"20790",1987,69,1,NA,3,"24359",1.0104,"3","2",1,"1",1
"20791",1987,76,2,"5",1,NA,1.0104,NA,"2",2,"1",1
"20792",1987,60,2,NA,2,NA,1.0104,NA,"1",2,"1",1
"20793",1987,76,1,"5",2,NA,1.0104,NA,"2",2,"1",1
"20794",1987,70,1,"6",2,"9744",1.0104,NA,"2",1,"1",3
"20795",1987,67,2,"4",1,NA,1.0104,NA,"1",1,"1",1
"20796",1987,71,1,"4",1,NA,1.0104,"3","1",2,"1",1
"20797",1987,21,2,NA,2,"11243",1.0104,"2","2",2,"2",5
"20798",1987,65,2,"4",1,"67456",0.5052,NA,"1",1,"1",2
"20799",1987,46,1,"3",1,"67456",1.5155,NA,"1",2,"2",1
"20800",1987,29,2,"3",2,"24359",1.0104,"1","2",1,"1",1
"20801",1987,41,2,"4",2,"28107",1.5155,"3","2",2,"1",3
"20802",1987,45,1,"3",1,"113902",1.0104,NA,"2",1,"1",1
"20803",1987,47,2,"4",2,"16864",1.0104,"2","2",1,"1",1
"20804",1987,53,1,"2",1,NA,1.0104,NA,"1",1,"1",1
"20805",1987,25,2,"5",2,"16864",1.0104,"2","2",2,"1",1
"20806",1987,28,1,"4",2,NA,1.0104,NA,"1",1,"2",1
"20807",1987,23,2,"4",1,"6746",1.0104,NA,"2",2,"2",1
"20808",1987,21,2,"5",1,"5247",1.0104,"3","2",2,"2",1
"20809",1987,52,1,"5",1,"28107",1.0104,NA,"1",1,"2",1
"20810",1987,52,2,"3",2,"20612",0.5052,NA,"2",2,"1",2
"20811",1987,22,2,"1",2,NA,1.0104,NA,"2",2,"2",1
"20812",1987,34,2,"4",2,"31854",1.5155,NA,"1",2,"1",1
"20813",1987,22,1,"2",1,NA,1.5155,NA,"1",2,"1",5
"20814",1987,35,2,"6",1,"41223",1.0104,NA,"1",2,"1",1
"20815",1987,31,2,"4",1,NA,1.0104,NA,"2",1,"1",1
"20816",1987,63,1,"3",2,"41223",1.0104,NA,"3",1,"1",1
"20817",1987,59,2,"4",2,NA,1.5155,NA,"2",1,"1",1
"20818",1987,36,2,NA,2,"13491",2.5259,NA,"2",2,"1",1
"20819",1987,50,2,"5",1,NA,1.0104,NA,"1",1,"1",1
"20820",1987,86,2,"4",2,NA,0.5052,NA,"2",2,"1",2
"20821",1987,32,1,"2",2,"28107",1.0104,"1","2",2,"2",1
"20822",1987,36,1,"5",2,"41223",1.0104,"2","1",2,"2",1
"20823",1987,23,2,"2",2,"13491",1.0104,"1","2",2,"2",1
"20824",1987,60,2,"4",3,"67456",0.5052,NA,"2",1,"1",2
"20825",1987,64,2,"4",2,"11243",1.0104,NA,"1",1,"1",1
"20826",1987,69,1,"4",2,NA,1.0104,NA,"1",1,"1",1
"20827",1987,67,1,"6",1,NA,1.0104,NA,"1",1,"1",1
"20828",1987,62,2,"5",1,NA,1.0104,"1","1",2,"1",1
"20829",1987,62,1,"4",1,"28107",1.0104,NA,"1",1,"1",1
"20830",1987,63,2,"4",1,NA,1.0104,NA,"1",2,"1",1
"20831",1987,30,1,"7",3,NA,2.0207,NA,"3",2,"1",5
"20832",1987,48,2,NA,3,"9744",1.0104,NA,"3",2,"1",2
"20833",1987,36,2,"6",2,"35602",1.0104,NA,"1",2,"1",1
"20834",1987,40,2,"3",2,"9744",1.0104,NA,"2",2,"1",2
"20835",1987,34,1,"3",2,"13491",1.0104,"1","1",2,"2",1
"20836",1987,34,1,"2",1,"20612",1.0104,"3","1",1,"2",1
"20837",1987,42,1,"2",3,"9744",1.5155,NA,"1",2,"1",1
"20838",1987,51,2,NA,1,NA,3.0311,NA,"2",2,"1",1
"20839",1987,42,1,"1",2,"2998",1.0104,NA,"2",2,"1",1
"20840",1987,47,2,"2",2,NA,1.0104,"1","1",2,"1",3
"20841",1987,74,1,"5",1,NA,1.0104,NA,"1",1,"1",1
"20842",1987,66,2,"4",1,NA,1.0104,"1","1",1,"1",1
"20843",1987,45,1,NA,2,"5247",1.5155,NA,"2",2,"2",1
"20844",1987,24,2,"6",2,"24359",1.0104,NA,"2",1,"1",5
"20845",1987,46,1,"5",2,"9744",0.5052,NA,"1",2,"1",3
"20846",1987,29,1,"6",1,"41223",1.0104,"2","1",1,"1",1
"20847",1987,21,1,"6",2,"16864",1.0104,"1","1",2,"2",5
"20848",1987,79,2,"6",3,NA,0.5052,NA,"2",2,"1",5
"20849",1987,46,1,"2",2,"48718",1.5155,"2","2",2,"1",1
"20850",1987,31,2,"4",2,NA,0.5052,"2","2",2,"2",4
"20851",1987,66,2,"7",1,NA,1.0104,"3","1",2,"1",1
"20852",1987,74,2,"6",1,"5247",0.5052,NA,"1",2,"2",2
"20853",1987,32,2,"4",2,"67456",1.0104,"2","1",2,"1",1
"20854",1987,54,1,"2",2,"24359",1.0104,"3","1",2,"1",1
"20855",1987,66,2,"3",2,NA,1.0104,"1","2",1,"1",2
"20856",1987,70,2,"4",2,"20612",0.5052,"2","1",2,"1",2
"20857",1987,67,2,"4",2,NA,0.5052,NA,"2",1,"1",2
"20858",1987,64,1,"3",3,"16864",1.0104,NA,"2",1,NA,1
"20859",1987,46,2,"4",NA,"16864",0.5052,"2","2",2,"1",3
"20860",1987,22,2,"6",1,NA,1.5155,NA,"1",1,"2",5
"20861",1987,77,2,"4",NA,NA,0.5052,"1","2",2,"1",2
"20862",1987,41,1,"6",2,"750",1.0104,"2","2",1,"1",1
"20863",1987,50,1,NA,2,NA,1.0104,NA,"2",2,"2",5
"20864",1987,45,1,"4",2,"67456",1.5155,NA,"2",1,"1",1
"20865",1987,62,1,"4",2,"28107",1.0104,NA,"2",3,"1",1
"20866",1987,35,2,"4",2,NA,1.0104,NA,"2",2,"1",1
"20867",1987,43,2,"4",2,NA,1.5155,NA,"2",2,"1",1
"20868",1987,NA,1,"6",2,NA,1.0104,NA,"2",3,"1",1
"20869",1987,43,2,"4",2,"35602",1.5155,NA,"2",1,"1",1
"20870",1987,40,1,"5",3,"31854",1.0104,"2","2",2,"1",1
"20871",1987,32,1,"4",3,NA,1.5155,NA,"2",1,"1",5
"20872",1987,55,2,"4",1,"20612",1.0104,"1","2",1,"1",1
"20873",1987,59,1,"3",2,"35602",1.0104,NA,"1",1,"1",1
"20874",1987,68,2,"6",1,"16864",1.0104,NA,"1",2,"1",1
"20875",1987,24,1,"5",NA,"13491",1.0104,NA,"2",2,"1",1
"20876",1987,27,1,"4",2,"9744",1.0104,NA,"2",1,"2",1
"20877",1987,85,1,"2",2,NA,1.0104,"2","1",2,"1",1
"20878",1987,32,1,"7",2,NA,1.5155,"1","1",1,"1",5
"20879",1987,29,2,"4",1,NA,1.0104,"2","1",1,"1",1
"20880",1987,61,2,"5",1,"13491",1.0104,NA,"1",2,"1",1
"20881",1987,87,2,"4",1,NA,0.5052,"3","1",1,"1",2
"20882",1987,26,2,"4",2,NA,1.0104,"1","2",2,"1",1
"20883",1987,32,2,"3",2,NA,1.0104,NA,"2",1,"1",1
"20884",1987,50,1,"4",3,NA,1.5155,NA,"3",3,"1",3
"20885",1987,24,2,"6",1,"20612",1.0104,NA,"1",1,"2",1
"20886",1987,40,2,"3",1,NA,0.5052,"1","1",1,"1",3
"20887",1987,78,1,"4",1,NA,1.0104,NA,"2",1,"1",1
"20888",1987,22,1,"4",3,"28107",1.0104,"1","2",2,"1",5
"20889",1987,63,2,"6",1,NA,1.0104,NA,"1",2,"1",3
"20890",1987,51,1,"2",2,"82446",0.5052,"3","1",1,"1",4
"20891",1987,41,2,"4",1,"41223",1.0104,NA,"1",1,"1",1
"20892",1987,56,2,"6",1,"20612",0.5052,"2","1",2,"1",3
"20893",1987,40,1,"3",2,"56213",1.0104,NA,"2",1,"1",1
"20894",1987,32,1,"5",2,"48718",0.5052,"1",NA,2,"1",3
"20895",1987,37,2,"6",2,"6746",1.0104,NA,"1",2,"2",1
"20896",1987,34,1,"4",1,"48718",1.0104,NA,"2",1,"1",1
"20897",1987,58,1,"5",1,NA,1.5155,NA,"2",2,"1",1
"20898",1987,27,2,"4",1,NA,1.0104,NA,"1",2,"1",1
"20899",1987,42,1,"4",1,"13491",1.5155,NA,"1",1,"1",1
"20900",1987,45,2,"6",3,"13491",1.0104,"3","2",1,"1",1
"20901",1987,44,2,"4",2,NA,1.0104,"3","3",2,"1",1
"20902",1987,88,1,"6",2,NA,0.5052,"2","1",2,"2",4
"20903",1987,22,2,"2",1,"8245",1.0104,NA,"1",2,"1",5
"20904",1987,44,1,NA,2,NA,1.0104,"2",NA,1,"2",1
"20905",1987,49,1,"4",2,"41223",1.0104,NA,"2",1,"1",1
"20906",1987,50,2,"4",1,NA,1.5155,"2","1",2,"1",1
"20907",1987,63,2,"6",1,"11243",1.0104,"3","1",1,"1",1
"20908",1987,55,1,"4",1,NA,1.5155,NA,NA,1,"1",1
"20909",1987,21,2,"4",1,NA,2.0207,NA,"1",2,"1",5
"20910",1987,48,2,"5",1,"31854",1.5155,NA,"1",1,"1",1
"20911",1987,35,2,"4",1,"35602",1.0104,NA,"1",1,"1",1
"20912",1987,47,2,NA,2,"750",1.0104,NA,"2",2,"2",1
"20913",1987,73,2,"3",2,NA,1.0104,NA,"2",1,"1",1
"20914",1987,58,1,"5",2,"56213",1.0104,"2","2",1,"1",1
"20915",1987,62,1,"5",1,"16864",0.5052,NA,"2",2,"1",3
"20916",1987,41,2,"2",2,"28107",0.5052,"2","1",1,"1",4
"20917",1987,43,2,"7",2,"28107",0.5052,NA,"1",1,"2",3
"20918",1987,45,1,"2",2,"41223",0.5052,"2","2",1,"2",5
"20919",1987,24,1,"5",1,"35602",1.0104,NA,"2",2,"2",5
"20920",1987,38,2,"6",2,"28107",0.5052,NA,"2",2,"2",5
"20921",1987,21,2,"2",2,NA,1.0104,"2","1",2,"2",5
"20922",1987,22,1,"4",3,"2998",2.0207,NA,"1",2,"2",5
"20923",1987,22,2,"4",2,"20612",1.5155,NA,"1",2,"2",4
"20924",1987,20,2,"6",2,NA,2.0207,NA,"1",2,"2",5
"20925",1987,22,2,"5",2,NA,1.5155,NA,"1",2,"2",5
"20926",1987,30,2,"3",2,"13491",0.5052,NA,"1",1,"2",5
"20927",1987,21,1,"4",2,"31854",0.5052,NA,"1",1,"2",5
"20928",1987,66,2,"6",1,"16864",1.0104,"2","1",1,"1",1
"20929",1987,68,1,"6",2,NA,1.5155,NA,"1",1,"1",1
"20930",1987,67,2,"4",1,NA,1.0104,NA,"1",2,"1",2
"20931",1987,61,2,"5",2,NA,1.0104,NA,"2",2,"1",1
"20932",1987,26,2,"3",2,"20612",1.0104,NA,"2",1,"1",1
"20933",1987,47,2,"4",1,"35602",1.0104,NA,"2",2,"1",1
"20934",1987,68,2,"7",1,NA,0.5052,"1","2",1,"1",2
"20935",1987,80,1,"4",1,NA,0.5052,NA,"1",1,"2",2
"20936",1987,25,2,"5",1,"35602",0.5052,"2","1",1,"2",5
"20937",1987,27,2,"4",2,"24359",0.5052,NA,"1",1,"2",3
"20938",1987,53,2,"6",2,NA,1.0104,NA,"1",1,"1",1
"20939",1987,72,1,"6",2,NA,1.0104,"3","2",2,"1",1
"20940",1987,28,1,"4",2,"35602",1.0104,"1","2",2,"1",1
"20941",1987,42,2,"3",2,"750",1.0104,NA,"2",2,"2",1
"20942",1987,33,2,"6",1,"11243",1.0104,NA,"1",2,"1",3
"20943",1987,42,2,"2",2,NA,1.0104,NA,"2",2,"2",1
"20944",1987,30,1,"4",2,"24359",0.5052,NA,"1",2,"2",5
"20945",1987,54,1,"4",2,"41223",1.0104,NA,"2",1,"1",1
"20946",1987,31,1,"6",2,"28107",1.0104,NA,"2",2,"1",1
"20947",1987,79,2,"1",1,NA,1.5155,"3","2",2,"1",2
"20948",1987,65,2,"6",3,"16864",0.5052,"3","2",2,"1",2
"20949",1987,34,1,"4",1,"41223",1.0104,"2","1",2,"1",1
"20950",1987,27,1,"3",1,"35602",0.5052,"1","1",1,"2",5
"20951",1987,23,1,"3",1,"750",0.5052,NA,"2",1,"2",5
"20952",1987,44,1,"2",3,"31854",1.0104,"2","2",2,"3",1
"20953",1987,25,1,"7",1,"11243",1.0104,"1","1",1,"2",1
"20954",1987,32,1,"3",2,"24359",1.0104,"3","1",2,"2",1
"20955",1987,29,1,"4",3,NA,1.0104,"1","1",2,"2",1
"20956",1987,35,1,"5",1,"113902",0.5052,NA,"1",2,"1",5
"20957",1987,62,2,"3",2,"750",1.0104,NA,"1",2,"1",1
"20958",1987,39,2,"3",2,"28107",0.5052,NA,"2",1,"1",3
"20959",1987,24,2,NA,1,"750",2.5259,"1","1",1,"2",5
"20960",1987,39,2,"2",2,"2998",1.0104,NA,"1",1,"1",1
"20961",1987,46,2,"2",1,"20612",0.5052,NA,"1",1,"2",3
"20962",1987,33,2,"1",2,NA,2.0207,NA,"2",1,"1",5
"20963",1987,28,2,"4",2,"750",1.0104,NA,"2",1,"1",1
"20964",1987,38,2,"5",1,NA,1.0104,NA,"2",2,"1",1
"20965",1987,38,2,"2",3,"41223",0.5052,NA,"1",1,"2",3
"20966",1987,40,1,"4",2,"24359",1.0104,"1","1",1,"1",1
"20967",1987,34,1,"2",2,"13491",0.5052,"1","1",1,"2",3
"20968",1987,45,1,"4",3,"48718",1.0104,"2","2",1,"1",1
"20969",1987,45,2,"6",2,NA,1.0104,NA,"2",2,"1",1
"20970",1987,37,2,"5",1,"2998",1.0104,NA,"1",2,"1",1
"20971",1987,27,2,"2",1,"9744",1.0104,NA,"1",1,"1",1
"20972",1987,52,1,"7",3,NA,0.5052,NA,"3",2,"1",1
"20973",1987,37,2,"2",1,"2998",1.0104,NA,"2",1,"1",1
"20974",1987,26,1,"2",1,"48718",1.0104,NA,"1",1,"1",1
"20975",1987,37,1,"2",2,"48718",1.0104,NA,"2",1,"2",1
"20976",1987,36,1,"3",3,"67456",1.0104,"1","2",2,"1",1
"20977",1987,59,2,"4",2,"2998",0.5052,NA,"1",1,"1",2
"20978",1987,75,1,"2",2,NA,0.5052,NA,"2",1,"1",5
"20979",1987,25,2,"4",2,"2998",1.5155,"2","2",2,"1",1
"20980",1987,50,1,"4",2,"67456",1.5155,NA,"2",2,"1",1
"20981",1987,45,2,"4",1,"31854",1.0104,NA,"1",1,"1",1
"20982",1987,78,1,"4",2,"13491",1.0104,NA,"1",1,"1",1
"20983",1987,27,2,"4",2,NA,1.0104,NA,"2",2,"2",1
"20984",1987,19,2,"6",2,NA,0.5052,NA,"2",2,"2",5
"20985",1987,64,2,"4",2,NA,1.0104,NA,"2",1,"1",1
"20986",1987,28,2,"2",1,"41223",1.0104,NA,"1",1,"1",5
"20987",1987,73,2,"2",1,NA,0.5052,NA,"1",1,"1",2
"20988",1987,35,1,"5",3,"13491",1.0104,NA,"1",2,"2",5
"20989",1987,30,2,"2",2,"28107",0.5052,NA,"1",1,"2",5
"20990",1987,58,2,"6",1,"28107",0.5052,NA,"1",2,"1",3
"20991",1987,29,2,"6",2,"16864",1.0104,NA,"1",1,"2",5
"20992",1987,30,2,"2",1,"31854",1.0104,"2","1",1,"1",1
"20993",1987,19,1,"4",2,"20612",1.5155,"1","2",1,"1",5
"20994",1987,48,1,"5",2,"82446",1.5155,NA,"1",2,"1",1
"20995",1987,30,1,"4",1,"16864",1.0104,NA,"1",1,"1",1
"20996",1987,34,2,"4",2,"31854",1.5155,NA,"1",1,"1",1
"20997",1987,48,2,"6",1,NA,1.5155,NA,"2",1,"1",1
"20998",1987,53,1,"5",2,"82446",1.0104,NA,"1",1,"1",1
"20999",1987,67,2,"6",1,NA,1.0104,"1","1",1,"1",1
"21000",1987,46,2,"5",2,"2998",1.0104,NA,"1",2,"1",1
"21001",1987,29,2,"5",1,"48718",1.0104,"2","1",2,"1",3
"21002",1987,35,2,"3",1,"56213",1.0104,NA,"1",2,"2",1
"21003",1987,64,1,"6",2,"28107",0.5052,NA,NA,1,"1",3
"21004",1987,20,2,NA,2,"8245",1.5155,"1","2",3,"1",5
"21005",1987,28,2,"3",2,NA,1.0104,NA,"1",1,"1",1
"21006",1987,46,1,"4",NA,"67456",0.5052,"2","1",1,"1",3
"21007",1987,44,1,"6",1,"28107",1.5155,"2","2",1,"2",5
"21008",1987,33,1,"4",2,"41223",1.0104,NA,"1",1,"2",3
"21009",1987,28,2,"3",2,"56213",1.5155,"2","1",3,"2",5
"21010",1987,53,1,NA,1,"48718",2.0207,NA,"2",2,"1",1
"21011",1987,40,1,"3",2,"82446",1.5155,NA,"1",3,"1",1
"21012",1987,46,2,"6",1,"8245",1.0104,NA,"1",1,"1",1
"21013",1987,45,1,"3",2,NA,1.0104,NA,"2",1,"1",1
"21014",1987,57,2,"5",1,NA,1.5155,NA,NA,1,"1",1
"21015",1987,72,2,"4",1,NA,0.5052,"2","1",1,"1",2
"21016",1987,78,1,"7",1,"9744",1.0104,NA,"1",3,"1",1
"21017",1987,66,1,"5",1,NA,1.0104,NA,"1",1,"1",1
"21018",1987,83,2,NA,2,NA,0.5052,NA,"1",1,"1",2
"21019",1987,70,2,"5",1,NA,1.0104,NA,"1",1,"1",1
"21020",1987,35,1,"5",2,"31854",1.0104,NA,"2",1,"1",5
"21021",1987,61,2,"3",1,NA,0.5052,NA,"2",1,"1",2
"21022",1987,53,1,"4",2,"31854",1.0104,NA,"1",1,"1",1
"21023",1987,73,2,"6",1,NA,1.0104,NA,"1",1,"1",1
"21024",1987,67,2,"2",2,NA,0.5052,NA,"2",1,"1",3
"21025",1987,19,2,"5",2,"5247",1.5155,"1","2",1,"1",5
"21026",1987,38,1,"2",2,"48718",1.0104,"1","2",1,"1",1
"21027",1987,56,2,"6",2,NA,1.0104,NA,"1",1,"1",1
"21028",1987,59,2,"6",NA,NA,1.0104,NA,"1",3,"2",1
"21029",1987,29,2,"4",2,NA,1.0104,NA,"1",2,"1",1
"21030",1987,38,1,"3",2,"56213",0.5052,NA,"1",1,"1",5
"21031",1987,36,2,"4",2,"113902",1.0104,NA,"1",1,"1",1
"21032",1987,25,1,"5",1,"41223",1.0104,NA,"1",2,"1",5
"21033",1987,42,2,"4",2,"16864",1.5155,NA,"1",1,"1",1
"21034",1987,48,1,"4",3,"9744",0.5052,NA,"2",1,"1",5
"21035",1987,64,2,"7",2,"20612",1.5155,"2","2",1,"1",1
"21036",1987,26,1,"5",3,"31854",0.5052,NA,"3",1,"2",3
"21037",1987,35,2,"2",1,"48718",1.0104,NA,"1",2,"1",1
"21038",1987,58,2,"4",3,NA,0.5052,"1","3",2,"2",3
"21039",1987,73,2,NA,3,NA,0.5052,NA,"3",2,"2",2
"21040",1987,71,2,"3",2,NA,0.5052,"1","3",2,"2",3
"21041",1987,72,2,"4",1,"2998",0.5052,NA,"2",1,"2",2
"21042",1987,31,1,"4",2,"31854",1.0104,"3","2",2,"2",1
"21043",1987,62,2,"7",3,NA,1.0104,NA,"2",2,"1",1
"21044",1987,30,2,NA,1,NA,1.0104,NA,"2",2,"2",1
"21045",1987,40,1,"5",2,"56213",1.0104,NA,"2",1,"1",1
"21046",1987,47,1,"4",2,"20612",1.5155,"1","2",2,"1",1
"21047",1987,60,2,"4",2,NA,1.0104,NA,"2",1,"1",1
"21048",1987,71,1,"7",1,NA,1.0104,NA,"1",1,"1",1
"21049",1987,60,2,"3",1,"20612",1.0104,"2","1",1,"1",1
"21050",1987,35,2,"3",1,"20612",1.0104,NA,"1",1,"1",1
"21051",1987,33,2,"6",2,NA,1.0104,"2","1",2,"2",1
"21052",1987,55,1,"4",2,"41223",1.0104,NA,"2",1,"1",1
"21053",1987,49,1,"4",1,"113902",0.5052,NA,"2",2,NA,3
"21054",1987,26,2,"4",2,NA,1.0104,NA,"1",1,"1",1
"21055",1987,27,2,"4",2,"750",1.0104,NA,"2",2,"2",1
"21056",1987,42,1,"6",2,"48718",1.0104,NA,"2",2,"1",1
"21057",1987,43,2,"5",2,"6746",1.0104,NA,"2",1,"2",1
"21058",1987,44,1,"5",2,"67456",1.0104,"2","1",1,"1",1
"21059",1987,48,1,"6",2,"82446",1.5155,NA,"1",1,"1",1
"21060",1987,34,2,"4",1,"24359",1.0104,NA,"1",1,"1",3
"21061",1987,36,2,"2",2,"48718",0.5052,NA,"1",3,"2",5
"21062",1987,64,2,"4",1,NA,1.5155,NA,"2",2,"1",1
"21063",1987,47,2,"3",2,"16864",1.0104,"1","2",3,"1",1
"21064",1987,65,1,"4",3,"16864",1.0104,NA,"3",2,"1",5
"21065",1987,59,2,"1",1,"41223",1.0104,NA,"2",2,"1",1
"21066",1987,38,1,"6",2,"31854",0.5052,NA,"1",2,"1",3
"21067",1987,33,2,"7",2,"6746",1.0104,NA,"2",1,"1",1
"21068",1987,79,1,"4",1,NA,1.0104,NA,"2",1,"1",1
"21069",1987,83,2,"5",2,NA,0.5052,"2","2",1,"2",2
"21070",1987,65,2,"6",3,NA,1.0104,"2","1",1,"2",1
"21071",1987,62,1,"5",2,NA,0.5052,NA,"2",2,"2",5
"21072",1987,48,1,"5",1,"41223",1.0104,NA,"1",2,"1",1
"21073",1987,22,1,"3",2,"24359",1.0104,"2","2",2,"2",5
"21074",1987,26,2,"1",3,"5247",1.5155,NA,"2",2,"2",1
"21075",1987,19,2,"4",1,NA,1.0104,"1","1",2,"2",5
"21076",1987,21,1,"4",2,"8245",1.0104,NA,"1",2,"1",5
"21077",1987,81,2,"4",2,NA,0.5052,NA,"1",2,"2",2
"21078",1987,40,2,"4",2,"28107",1.0104,NA,"2",1,"1",1
